case_id,event_template,station_template,noise_files,station_noise,onset_s,target_snr_db
39,AM.R0ECF.event.20260326T143155.mseed,R0ECF,AM.R0ECF.noise.20250604T041225.mseed;AM.R0ECF.noise.20250601T005852.mseed;AM.R0ECF.noise.20250603T222341.mseed,R0ECF,36.35,5.0
40,AM.R0ECF.event.20260401T112829.mseed,R0ECF,AM.R0ECF.noise.20250602T215137.mseed;AM.R0ECF.noise.20250602T192840.mseed;AM.R0ECF.noise.20250604T172830.mseed,R0ECF,31.84,-5.0
41,AM.R0ECF.event.20260401T112829.mseed,R0ECF,AM.R0ECF.noise.20250602T215137.mseed;AM.R0ECF.noise.20250602T192840.mseed;AM.R0ECF.noise.20250604T172830.mseed,R0ECF,31.84,0.0
42,AM.R0ECF.event.20260401T112829.mseed,R0ECF,AM.R0ECF.noise.20250602T215137.mseed;AM.R0ECF.noise.20250602T192840.mseed;AM.R0ECF.noise.20250604T172830.mseed,R0ECF,31.84,5.0
43,AM.R0ECF.event.20260420T080559.mseed,R0ECF,AM.R0ECF.noise.20250602T143144.mseed;AM.R0ECF.noise.20250608T153442.mseed;AM.R0ECF.noise.20250610T083409.mseed,R0ECF,21.06,-5.0
44,AM.R0ECF.event.20260420T080559.mseed,R0ECF,AM.R0ECF.noise.20250602T143144.mseed;AM.R0ECF.noise.20250608T153442.mseed;AM.R0ECF.noise.20250610T083409.mseed,R0ECF,21.06,0.0
45,AM.R0ECF.event.20260420T080559.mseed,R0ECF,AM.R0ECF.noise.20250602T143144.mseed;AM.R0ECF.noise.20250608T153442.mseed;AM.R0ECF.noise.20250610T083409.mseed,R0ECF,21.06,5.0
46,AM.R0ECF.event.20260525T220218.mseed,R0ECF,AM.R0ECF.noise.20250603T130111.mseed;AM.R0ECF.noise.20250604T041225.mseed;AM.R0ECF.noise.20250605T125804.mseed,R0ECF,50.92,-5.0
47,AM.R0ECF.event.20260525T220218.mseed,R0ECF,AM.R0ECF.noise.20250603T130111.mseed;AM.R0ECF.noise.20250604T041225.mseed;AM.R0ECF.noise.20250605T125804.mseed,R0ECF,50.92,0.0
48,AM.R0ECF.event.20260525T220218.mseed,R0ECF,AM.R0ECF.noise.20250603T130111.mseed;AM.R0ECF.noise.20250604T041225.mseed;AM.R0ECF.noise.20250605T125804.mseed,R0ECF,50.92,5.0
49,AM.R2004.event.20250923T174858.mseed,R2004,AM.R2004.noise.20250609T171646.mseed;AM.R2004.noise.20250605T125804.mseed;AM.R2004.noise.20250604T041225.mseed,R2004,37.15,-5.0
50,AM.R2004.event.20250923T174858.mseed,R2004,AM.R2004.noise.20250609T171646.mseed;AM.R2004.noise.20250605T125804.mseed;AM.R2004.noise.20250604T041225.mseed,R2004,37.15,0.0
51,AM.R2004.event.20250923T174858.mseed,R2004,AM.R2004.noise.20250609T171646.mseed;AM.R2004.noise.20250605T125804.mseed;AM.R2004.noise.20250604T041225.mseed,R2004,37.15,5.0
52,AM.R2004.event.20251022T001347.mseed,R2004,AM.R2004.noise.20250604T172830.mseed;AM.R2004.noise.20250607T235259.mseed;AM.R2004.noise.20250608T091852.mseed,R2004,51.75,-5.0
53,AM.R2004.event.20251022T001347.mseed,R2004,AM.R2004.noise.20250604T172830.mseed;AM.R2004.noise.20250607T235259.mseed;AM.R2004.noise.20250608T091852.mseed,R2004,51.75,0.0
54,AM.R2004.event.20251022T001347.mseed,R2004,AM.R2004.noise.20250604T172830.mseed;AM.R2004.noise.20250607T235259.mseed;AM.R2004.noise.20250608T091852.mseed,R2004,51.75,5.0
55,AM.R2004.event.20251027T195942.mseed,R2004,AM.R2004.noise.20250601T002345.mseed;AM.R2004.noise.20250602T143144.mseed;AM.R2004.noise.20250607T091120.mseed,R2004,42.55,-5.0
56,AM.R2004.event.20251027T195942.mseed,R2004,AM.R2004.noise.20250601T002345.mseed;AM.R2004.noise.20250602T143144.mseed;AM.R2004.noise.20250607T091120.mseed,R2004,42.55,0.0
57,AM.R2004.event.20251027T195942.mseed,R2004,AM.R2004.noise.20250601T002345.mseed;AM.R2004.noise.20250602T143144.mseed;AM.R2004.noise.20250607T091120.mseed,R2004,42.55,5.0
58,AM.R2004.event.20251205T194039.mseed,R2004,AM.R2004.noise.20250608T162917.mseed;AM.R2004.noise.20250607T144418.mseed;AM.R2004.noise.20250609T072549.mseed,R2004,29.69,-5.0
59,AM.R2004.event.20251205T194039.mseed,R2004,AM.R2004.noise.20250608T162917.mseed;AM.R2004.noise.20250607T144418.mseed;AM.R2004.noise.20250609T072549.mseed,R2004,29.69,0.0
60,AM.R2004.event.20251205T194039.mseed,R2004,AM.R2004.noise.20250608T162917.mseed;AM.R2004.noise.20250607T144418.mseed;AM.R2004.noise.20250609T072549.mseed,R2004,29.69,5.0
61,AM.R2004.event.20251217T231437.mseed,R2004,AM.R2004.noise.20250607T235259.mseed;AM.R2004.noise.20250610T113808.mseed;AM.R2004.noise.20250605T125804.mseed,R2004,28.35,-5.0
62,AM.R2004.event.20251217T231437.mseed,R2004,AM.R2004.noise.20250607T235259.mseed;AM.R2004.noise.20250610T113808.mseed;AM.R2004.noise.20250605T125804.mseed,R2004,28.35,0.0
63,AM.R2004.event.20251217T231437.mseed,R2004,AM.R2004.noise.20250607T235259.mseed;AM.R2004.noise.20250610T113808.mseed;AM.R2004.noise.20250605T125804.mseed,R2004,28.35,5.0
64,AM.R2004.event.20251231T143954.mseed,R2004,AM.R2004.noise.20250602T172817.mseed;AM.R2004.noise.20250602T192840.mseed;AM.R2004.noise.20250609T031408.mseed,R2004,24.45,-5.0
65,AM.R2004.event.20251231T143954.mseed,R2004,AM.R2004.noise.20250602T172817.mseed;AM.R2004.noise.20250602T192840.mseed;AM.R2004.noise.20250609T031408.mseed,R2004,24.45,0.0
66,AM.R2004.event.20251231T143954.mseed,R2004,AM.R2004.noise.20250602T172817.mseed;AM.R2004.noise.20250602T192840.mseed;AM.R2004.noise.20250609T031408.mseed,R2004,24.45,5.0
67,AM.R2004.event.20260101T065451.mseed,R2004,AM.R2004.noise.20250607T235259.mseed;AM.R2004.noise.20250610T083409.mseed;AM.R2004.noise.20250607T091120.mseed,R2004,19.44,-5.0
68,AM.R2004.event.20260101T065451.mseed,R2004,AM.R2004.noise.20250607T235259.mseed;AM.R2004.noise.20250610T083409.mseed;AM.R2004.noise.20250607T091120.mseed,R2004,19.44,0.0
69,AM.R2004.event.20260101T065451.mseed,R2004,AM.R2004.noise.20250607T235259.mseed;AM.R2004.noise.20250610T083409.mseed;AM.R2004.noise.20250607T091120.mseed,R2004,19.44,5.0
70,AM.R2004.event.20260102T140446.mseed,R2004,AM.R2004.noise.20250603T000356.mseed;AM.R2004.noise.20250608T162507.mseed;AM.R2004.noise.20250604T041225.mseed,R2004,42.0,-5.0
71,AM.R2004.event.20260102T140446.mseed,R2004,AM.R2004.noise.20250603T000356.mseed;AM.R2004.noise.20250608T162507.mseed;AM.R2004.noise.20250604T041225.mseed,R2004,42.0,0.0
72,AM.R2004.event.20260102T140446.mseed,R2004,AM.R2004.noise.20250603T000356.mseed;AM.R2004.noise.20250608T162507.mseed;AM.R2004.noise.20250604T041225.mseed,R2004,42.0,5.0
73,AM.R24AE.event.20260510T031455.mseed,R24AE,AM.R24AE.noise.20250608T091852.mseed;AM.R24AE.noise.20250609T031408.mseed;AM.R24AE.noise.20250604T203205.mseed,R24AE,26.91,-5.0
74,AM.R24AE.event.20260510T031455.mseed,R24AE,AM.R24AE.noise.20250608T091852.mseed;AM.R24AE.noise.20250609T031408.mseed;AM.R24AE.noise.20250604T203205.mseed,R24AE,26.91,0.0
75,AM.R24AE.event.20260510T031455.mseed,R24AE,AM.R24AE.noise.20250608T091852.mseed;AM.R24AE.noise.20250609T031408.mseed;AM.R24AE.noise.20250604T203205.mseed,R24AE,26.91,5.0
76,AM.R24AE.event.20260510T071152.mseed,R24AE,AM.R24AE.noise.20250608T091852.mseed;AM.R24AE.noise.20250610T222213.mseed;AM.R24AE.noise.20250608T162507.mseed,R24AE,49.8,-5.0
77,AM.R24AE.event.20260510T071152.mseed,R24AE,AM.R24AE.noise.20250608T091852.mseed;AM.R24AE.noise.20250610T222213.mseed;AM.R24AE.noise.20250608T162507.mseed,R24AE,49.8,0.0
78,AM.R24AE.event.20260510T071152.mseed,R24AE,AM.R24AE.noise.20250608T091852.mseed;AM.R24AE.noise.20250610T222213.mseed;AM.R24AE.noise.20250608T162507.mseed,R24AE,49.8,5.0
79,AM.R24AE.event.20260510T182251.mseed,R24AE,AM.R24AE.noise.20250601T062741.mseed;AM.R24AE.noise.20250610T083409.mseed;AM.R24AE.noise.20250601T002345.mseed,R24AE,52.09,-5.0
80,AM.R24AE.event.20260510T182251.mseed,R24AE,AM.R24AE.noise.20250601T062741.mseed;AM.R24AE.noise.20250610T083409.mseed;AM.R24AE.noise.20250601T002345.mseed,R24AE,52.09,0.0
81,AM.R24AE.event.20260510T182251.mseed,R24AE,AM.R24AE.noise.20250601T062741.mseed;AM.R24AE.noise.20250610T083409.mseed;AM.R24AE.noise.20250601T002345.mseed,R24AE,52.09,5.0
82,AM.R24AE.event.20260513T104537.mseed,R24AE,AM.R24AE.noise.20250606T004041.mseed;AM.R24AE.noise.20250601T151518.mseed;AM.R24AE.noise.20250606T153000.mseed,R24AE,36.95,-5.0
83,AM.R24AE.event.20260513T104537.mseed,R24AE,AM.R24AE.noise.20250606T004041.mseed;AM.R24AE.noise.20250601T151518.mseed;AM.R24AE.noise.20250606T153000.mseed,R24AE,36.95,0.0
84,AM.R24AE.event.20260513T104537.mseed,R24AE,AM.R24AE.noise.20250606T004041.mseed;AM.R24AE.noise.20250601T151518.mseed;AM.R24AE.noise.20250606T153000.mseed,R24AE,36.95,5.0
85,AM.R24AE.event.20260515T110754.mseed,R24AE,AM.R24AE.noise.20250609T123456.mseed;AM.R24AE.noise.20250610T222213.mseed;AM.R24AE.noise.20250601T005852.mseed,R24AE,25.46,-5.0
86,AM.R24AE.event.20260515T110754.mseed,R24AE,AM.R24AE.noise.20250609T123456.mseed;AM.R24AE.noise.20250610T222213.mseed;AM.R24AE.noise.20250601T005852.mseed,R24AE,25.46,0.0
87,AM.R24AE.event.20260515T110754.mseed,R24AE,AM.R24AE.noise.20250609T123456.mseed;AM.R24AE.noise.20250610T222213.mseed;AM.R24AE.noise.20250601T005852.mseed,R24AE,25.46,5.0
88,AM.R24AE.event.20260517T062821.mseed,R24AE,AM.R24AE.noise.20250606T004041.mseed;AM.R24AE.noise.20250605T204023.mseed;AM.R24AE.noise.20250604T004815.mseed,R24AE,51.56,-5.0
89,AM.R24AE.event.20260517T062821.mseed,R24AE,AM.R24AE.noise.20250606T004041.mseed;AM.R24AE.noise.20250605T204023.mseed;AM.R24AE.noise.20250604T004815.mseed,R24AE,51.56,0.0
90,AM.R24AE.event.20260517T062821.mseed,R24AE,AM.R24AE.noise.20250606T004041.mseed;AM.R24AE.noise.20250605T204023.mseed;AM.R24AE.noise.20250604T004815.mseed,R24AE,51.56,5.0
91,AM.R24AE.event.20260521T190057.mseed,R24AE,AM.R24AE.noise.20250609T123456.mseed;AM.R24AE.noise.20250606T153000.mseed;AM.R24AE.noise.20250607T235259.mseed,R24AE,44.18,-5.0
92,AM.R24AE.event.20260521T190057.mseed,R24AE,AM.R24AE.noise.20250609T123456.mseed;AM.R24AE.noise.20250606T153000.mseed;AM.R24AE.noise.20250607T235259.mseed,R24AE,44.18,0.0
93,AM.R24AE.event.20260521T190057.mseed,R24AE,AM.R24AE.noise.20250609T123456.mseed;AM.R24AE.noise.20250606T153000.mseed;AM.R24AE.noise.20250607T235259.mseed,R24AE,44.18,5.0
94,AM.R24AE.event.20260528T114914.mseed,R24AE,AM.R24AE.noise.20250604T004815.mseed;AM.R24AE.noise.20250604T172830.mseed;AM.R24AE.noise.20250604T203205.mseed,R24AE,50.28,-5.0
95,AM.R24AE.event.20260528T114914.mseed,R24AE,AM.R24AE.noise.20250604T004815.mseed;AM.R24AE.noise.20250604T172830.mseed;AM.R24AE.noise.20250604T203205.mseed,R24AE,50.28,0.0
96,AM.R24AE.event.20260528T114914.mseed,R24AE,AM.R24AE.noise.20250604T004815.mseed;AM.R24AE.noise.20250604T172830.mseed;AM.R24AE.noise.20250604T203205.mseed,R24AE,50.28,5.0
97,AM.R3B66.event.20260128T040037.mseed,R3B66,AM.R3B66.noise.20250601T002345.mseed;AM.R3B66.noise.20250609T072549.mseed;AM.R3B66.noise.20250604T203205.mseed,R3B66,50.28,-5.0
98,AM.R3B66.event.20260128T040037.mseed,R3B66,AM.R3B66.noise.20250601T002345.mseed;AM.R3B66.noise.20250609T072549.mseed;AM.R3B66.noise.20250604T203205.mseed,R3B66,50.28,0.0
99,AM.R3B66.event.20260128T040037.mseed,R3B66,AM.R3B66.noise.20250601T002345.mseed;AM.R3B66.noise.20250609T072549.mseed;AM.R3B66.noise.20250604T203205.mseed,R3B66,50.28,5.0
100,AM.R3B66.event.20260504T152558.mseed,R3B66,AM.R3B66.noise.20250602T215137.mseed;AM.R3B66.noise.20250601T005852.mseed;AM.R3B66.noise.20250601T002345.mseed,R3B66,44.35,-5.0
101,AM.R3B66.event.20260504T152558.mseed,R3B66,AM.R3B66.noise.20250602T215137.mseed;AM.R3B66.noise.20250601T005852.mseed;AM.R3B66.noise.20250601T002345.mseed,R3B66,44.35,0.0
102,AM.R3B66.event.20260504T152558.mseed,R3B66,AM.R3B66.noise.20250602T215137.mseed;AM.R3B66.noise.20250601T005852.mseed;AM.R3B66.noise.20250601T002345.mseed,R3B66,44.35,5.0
103,AM.R3B66.event.20260509T045314.mseed,R3B66,AM.R3B66.noise.20250604T004815.mseed;AM.R3B66.noise.20250606T153000.mseed;AM.R3B66.noise.20250604T203205.mseed,R3B66,28.65,-5.0
104,AM.R3B66.event.20260509T045314.mseed,R3B66,AM.R3B66.noise.20250604T004815.mseed;AM.R3B66.noise.20250606T153000.mseed;AM.R3B66.noise.20250604T203205.mseed,R3B66,28.65,0.0
105,AM.R3B66.event.20260509T045314.mseed,R3B66,AM.R3B66.noise.20250604T004815.mseed;AM.R3B66.noise.20250606T153000.mseed;AM.R3B66.noise.20250604T203205.mseed,R3B66,28.65,5.0
106,AM.R3B66.event.20260515T113502.mseed,R3B66,AM.R3B66.noise.20250602T143144.mseed;AM.R3B66.noise.20250610T113808.mseed;AM.R3B66.noise.20250607T232927.mseed,R3B66,21.58,-5.0
107,AM.R3B66.event.20260515T113502.mseed,R3B66,AM.R3B66.noise.20250602T143144.mseed;AM.R3B66.noise.20250610T113808.mseed;AM.R3B66.noise.20250607T232927.mseed,R3B66,21.58,0.0
108,AM.R3B66.event.20260515T113502.mseed,R3B66,AM.R3B66.noise.20250602T143144.mseed;AM.R3B66.noise.20250610T113808.mseed;AM.R3B66.noise.20250607T232927.mseed,R3B66,21.58,5.0
109,AM.R3B66.event.20260516T145524.mseed,R3B66,AM.R3B66.noise.20250604T203205.mseed;AM.R3B66.noise.20250606T004041.mseed;AM.R3B66.noise.20250608T162507.mseed,R3B66,26.13,-5.0
110,AM.R3B66.event.20260516T145524.mseed,R3B66,AM.R3B66.noise.20250604T203205.mseed;AM.R3B66.noise.20250606T004041.mseed;AM.R3B66.noise.20250608T162507.mseed,R3B66,26.13,0.0
111,AM.R3B66.event.20260516T145524.mseed,R3B66,AM.R3B66.noise.20250604T203205.mseed;AM.R3B66.noise.20250606T004041.mseed;AM.R3B66.noise.20250608T162507.mseed,R3B66,26.13,5.0
112,AM.R3B66.event.20260525T220234.mseed,R3B66,AM.R3B66.noise.20250604T203205.mseed;AM.R3B66.noise.20250610T222213.mseed;AM.R3B66.noise.20250603T193222.mseed,R3B66,45.69,-5.0
113,AM.R3B66.event.20260525T220234.mseed,R3B66,AM.R3B66.noise.20250604T203205.mseed;AM.R3B66.noise.20250610T222213.mseed;AM.R3B66.noise.20250603T193222.mseed,R3B66,45.69,0.0
114,AM.R3B66.event.20260525T220234.mseed,R3B66,AM.R3B66.noise.20250604T203205.mseed;AM.R3B66.noise.20250610T222213.mseed;AM.R3B66.noise.20250603T193222.mseed,R3B66,45.69,5.0
115,AM.R3B66.event.20260530T213337.mseed,R3B66,AM.R3B66.noise.20250604T203205.mseed;AM.R3B66.noise.20250606T004041.mseed;AM.R3B66.noise.20250603T000356.mseed,R3B66,34.01,-5.0
116,AM.R3B66.event.20260530T213337.mseed,R3B66,AM.R3B66.noise.20250604T203205.mseed;AM.R3B66.noise.20250606T004041.mseed;AM.R3B66.noise.20250603T000356.mseed,R3B66,34.01,0.0
117,AM.R3B66.event.20260530T213337.mseed,R3B66,AM.R3B66.noise.20250604T203205.mseed;AM.R3B66.noise.20250606T004041.mseed;AM.R3B66.noise.20250603T000356.mseed,R3B66,34.01,5.0
118,AM.R3B66.event.20260531T214545.mseed,R3B66,AM.R3B66.noise.20250606T153000.mseed;AM.R3B66.noise.20250608T153442.mseed;AM.R3B66.noise.20250608T162507.mseed,R3B66,52.4,-5.0
119,AM.R3B66.event.20260531T214545.mseed,R3B66,AM.R3B66.noise.20250606T153000.mseed;AM.R3B66.noise.20250608T153442.mseed;AM.R3B66.noise.20250608T162507.mseed,R3B66,52.4,0.0
120,AM.R3B66.event.20260531T214545.mseed,R3B66,AM.R3B66.noise.20250606T153000.mseed;AM.R3B66.noise.20250608T153442.mseed;AM.R3B66.noise.20250608T162507.mseed,R3B66,52.4,5.0
121,AM.R4DE2.event.20260320T002220.mseed,R4DE2,AM.R4DE2.noise.20250602T172817.mseed;AM.R4DE2.noise.20250603T000356.mseed;AM.R4DE2.noise.20250609T123456.mseed,R4DE2,47.53,-5.0
122,AM.R4DE2.event.20260320T002220.mseed,R4DE2,AM.R4DE2.noise.20250602T172817.mseed;AM.R4DE2.noise.20250603T000356.mseed;AM.R4DE2.noise.20250609T123456.mseed,R4DE2,47.53,0.0
123,AM.R4DE2.event.20260320T002220.mseed,R4DE2,AM.R4DE2.noise.20250602T172817.mseed;AM.R4DE2.noise.20250603T000356.mseed;AM.R4DE2.noise.20250609T123456.mseed,R4DE2,47.53,5.0
124,AM.R4DE2.event.20260320T005105.mseed,R4DE2,AM.R4DE2.noise.20250601T151518.mseed;AM.R4DE2.noise.20250607T091120.mseed;AM.R4DE2.noise.20250604T203205.mseed,R4DE2,34.0,-5.0
125,AM.R4DE2.event.20260320T005105.mseed,R4DE2,AM.R4DE2.noise.20250601T151518.mseed;AM.R4DE2.noise.20250607T091120.mseed;AM.R4DE2.noise.20250604T203205.mseed,R4DE2,34.0,0.0
126,AM.R4DE2.event.20260320T005105.mseed,R4DE2,AM.R4DE2.noise.20250601T151518.mseed;AM.R4DE2.noise.20250607T091120.mseed;AM.R4DE2.noise.20250604T203205.mseed,R4DE2,34.0,5.0
127,AM.R4DE2.event.20260320T011612.mseed,R4DE2,AM.R4DE2.noise.20250602T172817.mseed;AM.R4DE2.noise.20250609T123456.mseed;AM.R4DE2.noise.20250603T193222.mseed,R4DE2,59.97,-5.0
128,AM.R4DE2.event.20260320T011612.mseed,R4DE2,AM.R4DE2.noise.20250602T172817.mseed;AM.R4DE2.noise.20250609T123456.mseed;AM.R4DE2.noise.20250603T193222.mseed,R4DE2,59.97,0.0
129,AM.R4DE2.event.20260320T011612.mseed,R4DE2,AM.R4DE2.noise.20250602T172817.mseed;AM.R4DE2.noise.20250609T123456.mseed;AM.R4DE2.noise.20250603T193222.mseed,R4DE2,59.97,5.0
